Title,Address,Geographic,Industry,Profession
HEALTHSOUTH,$HLS,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
TOKAI,9729.T,Japan,Health Care,"Asset Management,Debt,Equities,Investment Banking"
CATALYST HEALTH SOLUTIONS,$CHSI,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
FORTIS HEALTHCARE,FOHE.NS,India,Health Care,"Asset Management,Debt,Equities,Investment Banking"
BML,4694.T,Japan,Health Care,"Asset Management,Debt,Equities,Investment Banking"
AETNA,$AET,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
WELLCARE HEALTH PLANS,$WCG,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
WELLPOINT,$WLP,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
CIGNA,$CI,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
ORPEA,ORP.PA,France,Health Care,"Asset Management,Debt,Equities,Investment Banking"
APOLLO HOSPITALS ENTERPRISE,APLH.NS,India,Health Care,"Asset Management,Debt,Equities,Investment Banking"
CENTENE,$CNC,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
FRESENIUS MEDICAL CARE,FMEG.DE,Germany,Health Care,"Asset Management,Debt,Equities,Investment Banking"
RHOEN KLINIKUM,RHKG.DE,Germany,Health Care,"Asset Management,Debt,Equities,Investment Banking"
EUROFINS SCIENTIFIC,EUFI.PA,France,Health Care,"Asset Management,Debt,Equities,Investment Banking"
UNITEDHEALTH ,$UNH,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
MEDCO HEALTH SOLUTIONS,$MHS,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
LIFEPOINT HOSPITALS,$LPNT,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
UNIVERSAL HEALTH SERVICES,$UHS,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
LINCARE ,$LNCR,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
HMS ,$HMSY,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
MEDNAX,$MD,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
CML HEALTHCARE,CLC.TO,Canada,Health Care,"Asset Management,Debt,Equities,Investment Banking"
EXPRESS SCRIPTS,$ESRX,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
PRIMARY HEALTH CARE,PRY.AX,Australia,Health Care,"Asset Management,Debt,Equities,Investment Banking"
BROOKDALE SENIOR LIVING,$BKD,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
TENET HEALTHCARE,$THC,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
PAREXEL INTERNATIONAL,$PRXL,United States,Health Care,"Asset Management,Debt,Equities,Investment Banking"
RYMAN HEALTHCARE,RYM.NZ,New Zealand,Health Care,"Asset Management,Debt,Equities,Investment Banking"
SNC LAVALIN ,SNC.TO,Canada,Industrials,"Asset Management,Debt,Equities,Investment Banking"
PUNJ LLOYD,PUJL.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SOCAM DEVELOPMENT,0983.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
NCC,NCCL.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
PENTA OCEAN CONSTRUCTION,1893.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
NWS ,0659.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
VINCI,SGEF.PA,France,Industrials,"Asset Management,Debt,Equities,Investment Banking"
OBAYASHI,1802.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
COMSYS ,1721.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SADBHAV ENGINEERING,SADE.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SHAW GROUP,$SHAW,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
EIFFAGE,FOUG.PA,France,Industrials,"Asset Management,Debt,Equities,Investment Banking"
QUANTA SERVICES,$PWR,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KAJIMA,1812.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HUANG HSIANG CONSTRUCTION,2545.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KALPATARU POWER TRANSMISSION,KAPT.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CONTINENTAL ,3703.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KANDENKO,1942.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MAEDA,1824.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CHINA RAILWAY CONSTRUCTION,1186.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MAEDA ROAD CONSTRUCTION,1883.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CHINA RAILWAY ,0390.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SHIMIZU,1803.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
BES ENGINEERING,2515.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HUNG SHENG CONSTRUCTION,2534.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KYOWA EXEO,1951.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MIRAIT ,1417.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
OKUMURA,1833.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TAIHEI DENGYO KAISHA,1968.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TAIKISHA,1979.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HASEKO,1808.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TAISEI,1801.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
EMCOR ,$EME,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KBR,$KBR,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
IRB INFRASTRUCTURE DEVELOPERS,IRBI.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
BILFINGER BERGER,GBFG.DE,Germany,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TOA,1885.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KIRLOSKAR ELECTRIC COMPANY,KECL.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KEE TAI PROPERTIES,2538.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
FLUOR,$FLR,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TODA,1860.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SHO BOND ,1414.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TOENEC,1946.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
UGL,UGL.AX,Australia,Industrials,"Asset Management,Debt,Equities,Investment Banking"
UNITED INTEGRATED SERVICES,2404.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CHONG HONG CONSTRUCTION ,5534.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
LARSEN & TOUBRO,LART.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CHUDENKO,1941.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SANKI ENGINEERING,1961.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TAKUMA,6013.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
BIRD CONSTRUCTION,BDT.TO,Canada,Industrials,"Asset Management,Debt,Equities,Investment Banking"
AECOM TECHNOLOGY,$ACM,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
AECON ,ARE.TO,Canada,Industrials,"Asset Management,Debt,Equities,Investment Banking"
NIPPO,1881.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ELGI EQUIPMENTS,ENGI.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
NIPPON DENSETSU KOGYO,1950.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TOKYU CONSTRUCTION,1720.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
BALFOUR BEATTY,BALF.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
LEIGHTON ,LEI.AX,Australia,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KIER ,KIE.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
NIPPON KOEI,1954.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
FOSTER WHEELER,$FWLT,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
BAM GROEP,BAMN.AS,Netherlands,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KINDEN,1944.OS,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MONADELPHOUS ,MND.AX,Australia,Industrials,"Asset Management,Debt,Equities,Investment Banking"
GRANITE CONSTRUCTION,$GVA,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CTCI,9933.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ERA INFRA ENGINEERING,ERCI.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HIBIYA ENGINEERING,1982.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
JACOBS ENGINEERING ,$JEC,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SIMPLEX INFRASTRUCTURE,SINF.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
JAIPRAKASH ASSOCIATES,JAIA.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HINDUSTAN CONSTRUCTION COMPANY,HCNS.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
 BOSKALIS WESTMINSTER,BOSN.AS,Netherlands,Industrials,"Asset Management,Debt,Equities,Investment Banking"
DA CIN CONSTRUCTION,2535.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
Japan BRIDGE,5912.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
DOWNER EDI,DOW.AX,Australia,Industrials,"Asset Management,Debt,Equities,Investment Banking"
BOUYGUES,BOUY.PA,France,Industrials,"Asset Management,Debt,Equities,Investment Banking"
OYO,9755.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
IMPREGILO ,IPGI.MI,Italy,Industrials,"Asset Management,Debt,Equities,Investment Banking"
JAYPEE INFRATECH,JYPE.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HKC ,0190.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KOBIN ENVIRONMENTAL ENTERPRISE,1808.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TOYO CONSTRUCTION,1890.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TOYO ENGINEERING,6330.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HOCHTIEF,HOTG.DE,Germany,Industrials,"Asset Management,Debt,Equities,Investment Banking"
VA TECH WABAG,VATE.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ASHOKA BUILDCON,ABDL.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
GAMMON INDIA,GAMM.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
GAMMON INFRASTRUCTURE PROJECTS,GAIN.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CHIEN KUO CONSTRUCTION,5515.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
PATEL ENGINEERING,PENG.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
METALLURGICAL CORPORATION OF CHINA,1618.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
NRW ,NWH.AX,Australia,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TREVI FINANZIARIA INDUSTRIALE ,TFI.MI,Italy,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CHINA COMMUNICATIONS CONSTRUCTION CO LT,1800.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ASTALDI ,AST.MI,Italy,Industrials,"Asset Management,Debt,Equities,Investment Banking"
PULTEGROUP,$PHM,United States,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
NVR,$NVR,United States,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
PERSIMMON,PSN.L,United Kingdom,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
BELLWAY,BWY.L,United Kingdom,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
BERKELEY  ,BKGH.L,United Kingdom,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
REDROW,RDW.L,United Kingdom,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
TOKEN,1766.T,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
TOLL BROTHERS,$TOL,United States,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
LENNAR,$LEN,United States,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
LEOPALACE21,8848.T,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
TAUNG GOLD INTERNATIONAL,0621.HK,Hong Kong,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
TAYLOR WIMPEY,TW.L,United Kingdom,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
D.R. HORTON,$DHI,United States,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
M.D.C. ,$MDC,United States,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
BOVIS HOMES ,BVS.L,United Kingdom,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
PANAHOME,1924.T,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
BARRATT DEVELOPMENTS,BDEV.L,United Kingdom,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
DAIWA HOUSE INDUSTRY ,1925.T,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
SEKISUI HOUSE,1928.T,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
DCM ,3050.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
SHIMACHU,8184.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
KEIYO,8168.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
WESFARMERS,WES.AX,Australia,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
KINGFISHER,KGF.L,United Kingdom,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
KOHNAN SHOJI,7516.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
KOMERI,8218.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
RONA,RON.TO,Canada,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
HOME DEPOT,$HD,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
HOSPITALITY PROPERTIES TRUST,$HPT,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
HOST HOTELS & RESORTS,$HST,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
DIAMONDROCK HOSPITALITY,$DRH,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
LASALLE HOTEL PROPERTIES,$LHO,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
REGAL REAL ESTATE INVESTMENT TRUST,1881.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
ALE PROPERTY ,LEP.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
SUNSTONE HOTEL INVESTORS,$SHO,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
INNVEST REAL ESTATE INVESTMENT TRUST,INN_u.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
HOTEL LEELA VENTURE,HTLE.NS,India,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
INTERCONTINENTAL HOTELS ,IHG.L,United Kingdom,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
SHANGRI LA ASIA,0069.HK,Hong Kong,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
INDIAN HOTELS COMPANY,IHTL.NS,India,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
EIH,EIHO.NS,India,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
ACCOR,ACCP.PA,France,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
FIRST HOTEL,2706.TW,Taiwan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
HYATT HOTELS,$H,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
CHOICE HOTELS INTERNATIONAL,$CHH,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
REGAL HOTELS INTERNATIONAL ,0078.HK,Hong Kong,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
FORMOSA INTERNATIONAL HOTELS,2707.TW,Taiwan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
MARRIOTT INTERNATIONAL,$MAR,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
ORIENT EXPRESS HOTELS,$OEH,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
GREAT EAGLE ,0041.HK,Hong Kong,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
IMPERIAL HOTEL,9708.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
FUJITA KANKO,9722.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
VAIL RESORTS,$MTN,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
SHANGHAI JIN JIANG,2006.HK,Hong Kong,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
WYNDHAM WORLDWIDE,$WYN,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
GAYLORD ENTERTAINMENT,$GET,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
HONGKONG AND SHANGHAI HOTELS,0045.HK,Hong Kong,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
ALLIED PROPERTIES REAL ESTATE INVESTMENT,AP_u.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
COMMONWEALTH PROPERTY OFFICE FUND,CPA.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
COMMONWEALTH REIT,$CWH,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
DCT INDUSTRIAL TRUST,$DCT,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
BEFIMMO,BEFB.BR,Belgium,Financials,"Asset Management,Debt,Equities,Investment Banking"
MID REIT,3227.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
MACK CALI REALTY,$CLI,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
DERWENT LONDON,DLN.L,United Kingdom,Financials,"Asset Management,Debt,Equities,Investment Banking"
HANSTEEN ,HSTN.L,United Kingdom,Financials,"Asset Management,Debt,Equities,Investment Banking"
VORNADO REALTY TRUST,$VNO,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
CORPORATE OFFICE PROPERTIES TRUST,$OFC,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
DIGITAL REALTY TRUST,$DLR,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
LAND SECURITIES ,LAND.L,United Kingdom,Financials,"Asset Management,Debt,Equities,Investment Banking"
PIEDMONT OFFICE REALTY TRUST,$PDM,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
FONCIERE DES REGIONS,FDR.PA,France,Financials,"Asset Management,Debt,Equities,Investment Banking"
WAREHOUSES DE PAUW,WDPP.BR,Belgium,Financials,"Asset Management,Debt,Equities,Investment Banking"
ICADE,ICAD.PA,France,Financials,"Asset Management,Debt,Equities,Investment Banking"
GOODMAN PROPERTY TRUST,GMT.NZ,New Zealand,Financials,"Asset Management,Debt,Equities,Investment Banking"
NIPPON BUILDING FUND,8951.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
CROMWELL GROUP,CMW.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
TOKYU REIT,8957.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
KILROY REALTY,$KRC,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
SILIC,SILP.PA,France,Financials,"Asset Management,Debt,Equities,Investment Banking"
ORIX JREIT,8954.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
WERELDHAVE,WEHA.AS,Netherlands,Financials,"Asset Management,Debt,Equities,Investment Banking"
GREAT PORTLAND ESTATES,GPOR.L,United Kingdom,Financials,"Asset Management,Debt,Equities,Investment Banking"
TOP REIT,8982.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
HIGHWOODS PROPERTIES,$HIW,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
MORI TRUST SOGO REIT,8961.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
DOUGLAS EMMETT,$DEI,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
BOSTON PROPERTIES,$BXP,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
Japan EXCELLENT,8987.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
Japan LOGISTICS FUND,8967.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
Japan PRIME REALTY INVESTMENT,8955.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
LIBERTY PROPERTY TRUST,$LRY,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
BRANDYWINE REALTY TRUST,$BDN,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
ARTIS REAL ESTATE INVESTMENT TRUST,AX_u.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
DUKE REALTY,$DRE,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
CHAMPION REAL ESTATE INVESTMENT TRUST,2778.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
PREMIER INVESTMENT,8956.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
NOMURA REAL ESTATE OFFICE FUND,8959.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
DUNDEE REAL ESTATE INVESTMENT TRUST,D_u.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
DUPONT FABROS TECHNOLOGY,$DFT,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
CHARTER HALL OFFICE REIT,CQO.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
SEGRO,SGRO.L,United Kingdom,Financials,"Asset Management,Debt,Equities,Investment Banking"
PROLOGIS,$PLD,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
ALEXANDRIA REAL ESTATE EQUITIES,$ARE,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
DAIWA OFFICE INVESTMENT,8976.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
PROSPERITY REAL ESTATE INVESTMENT TRUST,0808.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
COFINIMMO,COFB.BR,Belgium,Financials,"Asset Management,Debt,Equities,Investment Banking"
EASTGROUP ,$EGP,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
SL GREEN REALTY,$SLG,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
INVESTA OFFICE FUND,IOF.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
PS BUSINESS PARKS,$PSB,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
GECINA,GFCP.PA,France,Financials,"Asset Management,Debt,Equities,Investment Banking"
CHINA ECOTEK,1535.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HAITIAN INTERNATIONAL ,1882.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HOSHIZAKI ELECTRIC,6465.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KRONES,KRNG.DE,Germany,Industrials,"Asset Management,Debt,Equities,Investment Banking"
FENNER,FENR.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TRUSCO NAKAYAMA,9830.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
AALBERTS INDUSTRIES,AALB.AS,Netherlands,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SUPERIOR UNIFORM ,SGCG.DE,Germany,Industrials,"Asset Management,Debt,Equities,Investment Banking"
YAMAZEN,8051.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
PENTAIR,$PNR,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CHINA LIANSU ,2128.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SHANGHAI ELECTRIC,2727.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ABB,ABB.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ALSTOM,ALSO.PA,France,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CHINA NATIONAL MATERIALS COMPANY,1893.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TSUBAKIMOTO CHAIN,6371.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
YASKAWA ELECTRIC,6506.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ALSTOM INDIA,ABBP.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TSUGAMI,6101.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TSUKISHIMA KIKAI,6332.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CHINA METAL PRODUCTS COMPANY,1532.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
THERMAX,THMX.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SYNCMOLD ENTERPRISE,1582.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TUBE INVESTMENTS OF INDIA,TUBE.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
THK ,6481.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
INTERPUMP GROUP ,ITPG.MI,Italy,Industrials,"Asset Management,Debt,Equities,Investment Banking"
AMADA ,6113.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KURITA WATER INDUSTRIES,6370.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MINE SAFETY APPLIANCES,$MSA,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
DENYO,6517.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SHIMADZU,7701.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
GILDEMEISTER,GILG.DE,Germany,Industrials,"Asset Management,Debt,Equities,Investment Banking"
VOLTAS,VOLT.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KYUDENKO,1959.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
OILES,6282.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HARBIN POWER EQUIPMENT COMPANY,1133.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
PFEIFFER VACUUM TECHNOLOGY,PV.DE,Germany,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ELGI EQUIPMENTS,ELGE.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
